,Tenure,MonthlyCharge,Bandwidth_GB_Year,Responses,Fixes,Replacements,Reliability,Options,Respectful,Courteous,Listening
30,11.08287797,230.9648914,1795.465729,3,2,1,5,3,3,3,2
31,36.19603,147.8152871,492.4771472,2,3,4,3,3,2,4,3
32,4.727388465,230.2438882,1013.993166,4,4,4,5,2,5,3,5
33,20.89923386,175.8247451,3382.4240000000004,5,5,4,3,5,3,4,1
34,3.471329958,267.4362279,1081.8143619999996,6,5,5,5,2,6,5,5
35,5.4785882039999985,162.6090148,1209.961168,4,2,3,4,3,3,4,3
36,3.312991809,258.40816540000003,897.5919144,4,3,5,5,2,4,5,5
37,7.161561527000001,138.7077155,1340.930156,5,6,4,2,5,3,3,3
38,9.847563363999999,185.8072481,1113.993679,4,4,3,4,2,4,4,5
39,16.04202196,147.29118789999995,1530.10769,3,4,3,6,4,4,6,2
40,9.179779682000001,199.9341262,3382.4240000000004,5,2,3,3,3,5,4,4
41,36.19603,105.9429467,892.8964931,3,3,2,3,5,4,3,3
42,3.924254455,253.7918326,1125.581944,3,3,3,5,1,4,3,4
43,18.55959629,192.7622768,2016.710031,3,3,3,3,4,3,3,4
44,8.798394712,243.3707028,1412.736809,4,4,4,4,3,4,3,4
45,10.377366,245.4671211,3382.4240000000004,3,3,2,2,4,3,5,2
46,22.25746016,185.0719404,2384.885909,4,4,5,2,2,4,3,3
47,9.427146079,194.5713157,1213.940165,4,5,3,4,3,3,4,3
48,7.760290062,105.6553743,740.010722,3,4,3,2,3,3,3,3
49,11.56938439,92.42950948,897.9716152999998,3,3,4,3,5,3,3,4
50,3.343811019,185.545865,1026.387172,2,2,3,4,3,5,2,4
51,7.338869531,188.1878188,1234.244324,2,3,3,5,4,2,3,2
52,5.486534225,148.41540580000003,727.3731845,4,4,4,3,4,2,5,4
53,1.55278221,167.3108222,452.8721504,4,4,3,4,4,4,2,3
54,12.07970325,158.9035122,1296.674543,4,2,4,5,4,3,3,4
55,13.98666226,131.1822001,1840.628269,3,4,3,6,3,4,5,3
56,9.563362997,116.095233,1324.330108,5,4,3,5,3,3,5,4
57,6.7329489460000005,142.3770231,958.1397059,4,5,5,5,4,4,4,5
58,15.72071086,221.1610613,3382.4240000000004,3,5,3,2,4,5,5,4
59,7.233605493,125.8287767,676.712908,5,5,3,4,4,5,5,4
60,2.871017037,163.8522919,1086.990308,5,5,4,4,3,4,4,4
61,2.344875382,225.2947474,704.7540406,3,4,3,2,3,4,2,4
62,7.960490246,150.2616031,1416.444695,5,5,5,4,3,2,4,4
63,12.25062113,91.90732298,1095.950634,5,5,5,3,4,3,2,5
64,36.19603,128.16165690000003,1083.610268,4,4,4,3,4,4,3,3
65,7.916533093,185.1946788,1570.641337,3,4,3,3,4,4,4,3
66,4.471254161,265.9812978,1007.425553,3,3,2,4,4,3,3,3
67,10.79028074,207.5721417,1323.028419,4,4,3,6,2,5,7,4
68,12.24190682,152.36069780000003,1808.730555,3,1,2,2,5,2,2,1
69,2.2038594430000003,198.6516357,1120.2414720000004,4,4,4,5,4,4,4,3
70,23.92132231,212.350527,2676.789803,5,5,6,5,3,7,5,5
71,3.731178700000001,254.1636111,1268.086909,3,3,4,5,4,3,5,4
72,36.19603,162.6137295,822.6771666,2,3,3,3,5,2,2,3
73,36.19603,256.579456,3382.4240000000004,4,3,2,3,3,3,3,4
74,2.378630018,214.1022755,3382.4240000000004,4,4,4,5,2,3,4,4
75,5.43464555,271.3744783,1648.102673,3,3,4,3,5,3,3,4
76,1.092361222,201.5905907,768.0874545,1,1,2,2,3,1,3,2
77,20.13981517,149.2913801,2426.030626,2,2,3,4,3,3,4,4
78,24.64873861,240.76069590000003,3382.4240000000004,4,4,5,1,4,4,3,3
79,9.677739656,126.242338,1129.549713,3,4,3,4,5,4,3,3
80,9.82814183,188.6701828,1771.286466,3,4,3,2,5,3,3,4
81,7.832238337000001,171.6836341,943.3391244,3,3,3,4,4,3,4,4
82,19.45250317,191.06107240000003,1907.226083,4,4,4,3,1,5,4,4
83,14.34766616,119.689113,1885.939118,4,4,3,3,4,3,2,5
84,2.257358355,195.4035452,631.7435653,5,3,5,5,3,3,5,2
85,2.358129018,138.1911656,3382.4240000000004,3,3,4,3,3,4,3,6
86,4.650578623,115.8369419,593.8572264,3,3,2,2,5,4,2,3
87,3.721772616,208.068307,777.3060717999998,4,3,3,6,1,4,3,3
88,3.76663012,187.6215728,1393.202392,4,4,4,3,3,3,3,5
89,4.151256695,136.0997678,393.6524652,3,2,3,4,3,4,5,4
90,2.188918771,192.0084484,3382.4240000000004,3,3,3,3,3,4,3,3
91,13.85488928,221.0353527,2138.107161,3,2,3,2,4,3,2,4
92,3.2733411510000003,163.0404044,443.984031,2,2,2,4,3,3,4,3
93,19.75096265,161.1025056,2481.385603,2,2,3,3,3,3,3,3
94,18.38404445,186.6210869,2233.567181,3,2,3,4,2,4,5,3
95,4.672610857,244.4658583,3382.4240000000004,5,5,4,5,1,5,5,4
96,6.796299371,124.8019028,529.40733,4,4,4,3,2,4,3,4
97,36.19603,188.611913,1956.7337,3,2,2,4,3,2,3,2
98,20.31163945,162.44376499999996,2056.386979,5,4,4,3,4,4,5,5
99,6.998814446,180.2362145,1067.373076,3,4,3,5,2,6,6,6
100,14.46288204,222.7999248,1806.135733,3,2,3,5,3,4,4,3
101,11.13472066,182.8863727,1397.701335,3,4,4,4,3,4,2,3
102,2.542296644,220.34000580000003,3382.4240000000004,2,4,3,2,3,3,5,3
103,36.19603,170.91101930000005,1886.531937,4,4,3,4,3,3,3,4
104,22.79214163,205.7639543,2294.781131,3,3,3,3,2,4,4,4
105,3.823689744,203.7817651,826.3438621,3,5,3,2,4,2,4,2
106,10.77094687,245.0660727,3382.4240000000004,3,3,2,4,3,2,4,3
107,13.08671185,170.90697869999997,1436.793746,4,4,3,3,5,3,2,2
108,14.76468813,173.540759,1963.332683,4,3,4,3,5,4,2,3
109,9.473091121,194.3065983,1324.164906,2,2,2,2,4,2,3,2
110,5.197446331,135.5831384,704.9375603,4,4,4,4,3,3,4,3
111,6.577552683,194.0043524,3382.4240000000004,3,4,4,4,2,3,4,4
112,3.1745719180000003,158.0420478,377.0810282,4,3,4,2,3,3,3,3
113,17.88002366,113.2171506,1606.489936,3,3,3,3,3,3,3,4
114,13.12190056,175.1031837,1431.409396,5,4,4,3,3,5,3,4
115,23.34617699,162.97137469999996,2253.85247,6,5,4,4,4,3,5,3
116,6.311709177999999,137.0944878,1353.29384,5,5,4,3,3,3,3,3
117,12.58298231,276.0538352,1701.457566,4,5,4,4,1,4,4,4
118,7.120096362999999,128.40325049999998,3382.4240000000004,4,3,4,5,3,5,4,4
119,9.344886869,209.8844788,1403.270091,4,4,4,4,3,4,4,4
120,22.37815032,146.6848887,2603.903672,5,4,5,2,3,4,4,3
121,4.799514433,242.8850241,1256.287854,4,4,2,3,3,4,5,5
122,10.04672315,116.25787959999998,980.9935923,2,2,3,4,3,3,4,4
123,8.156552837000001,187.3140137,1347.869205,4,4,4,3,4,3,3,4
124,7.992791229,149.3564756,1127.267848,2,2,3,5,5,1,2,2
125,7.231032028,125.3158375,1269.836202,4,3,3,3,4,5,4,4
126,4.627672042,221.10916380000003,1038.7453779999996,3,3,3,3,4,3,3,3
127,10.05306287,172.97312480000005,1531.155367,5,5,4,2,5,3,4,3
128,4.171044392,118.9763446,991.2441024,4,4,5,3,3,4,4,5
129,4.5686826410000005,219.2776188,3382.4240000000004,2,1,2,4,3,5,3,1
130,6.085030507000001,168.9164634,1162.332926,3,3,4,2,4,4,3,2
131,2.730250735,161.8238002,577.1157824000002,3,3,3,6,3,6,5,4
132,8.574901206,184.5090853,1442.974877,2,3,2,4,4,2,1,3
133,9.743201772,253.2506431,1577.208717,5,5,3,4,4,4,4,5
134,9.482919033,141.1274081,886.9398743999999,4,5,4,4,4,4,5,4
135,8.447988841,179.0707979,1065.06443,4,3,4,4,5,2,3,3
136,36.19603,202.6966552,951.886985,3,3,3,4,3,4,3,2
137,7.251397592000001,196.0942607,1404.435534,4,6,6,1,7,3,4,3
138,14.64011644,255.0383823,3382.4240000000004,3,3,4,4,3,4,2,5
139,11.71637124,177.37166630000004,3382.4240000000004,5,4,5,4,4,4,4,4
140,4.13273503,170.2282529,700.7343179,4,3,4,3,4,3,3,3
141,36.19603,192.516315,513.237305,4,5,3,4,4,2,4,2
142,3.303030246,184.2688987,3382.4240000000004,4,4,4,5,2,4,4,4
143,5.15825129,140.0646925,3382.4240000000004,5,5,5,4,2,3,4,3
144,3.237560234,136.8705643,819.4195268999998,4,4,3,3,2,3,4,2
145,2.733109234,217.4503781,882.1160656,5,4,4,4,3,5,5,3
146,3.180102025,210.2222873,724.7803356000002,2,2,3,4,2,2,3,2
147,15.85983755,104.6070477,3382.4240000000004,5,4,5,2,4,5,4,3
148,11.73724209,263.0255063,1668.199119,2,3,2,4,4,3,2,2
149,7.006240694,154.5935618,1124.353152,6,5,5,3,6,4,4,4
150,5.562130367000001,173.2698122,3382.4240000000004,3,3,3,3,3,3,5,3
151,14.53027663,219.0979664,1637.201426,2,3,3,5,3,4,4,4
152,5.905906389,162.6872403,951.8524406,5,5,4,3,5,4,4,4
153,3.260462654,184.2411228,1248.097652,3,4,3,3,4,4,4,4
154,18.91276578,217.1759217,2220.255405,4,4,3,5,4,3,3,4
155,14.25617986,220.8670688,1669.202417,3,4,4,4,2,5,3,4
156,7.983887266,188.88288280000003,990.0555076,4,4,3,3,4,4,4,2
157,5.969967132000001,175.49536899999995,967.9819136,4,5,4,4,3,3,3,5
158,19.95277818,252.7773675,2190.259876,4,4,4,4,5,3,4,3
159,14.85781115,129.8069322,1445.752781,3,4,4,1,3,4,4,4
160,2.600063739,163.54173369999995,528.6553088000002,3,3,2,3,4,4,4,3
161,11.92299244,181.6357117,1296.481055,4,3,4,3,4,3,4,3
162,5.972864167000001,140.0267951,1195.3930369999996,2,3,4,4,3,3,1,3
163,10.87555535,199.5164467,3382.4240000000004,2,2,3,2,5,4,4,3
164,16.00330155,202.7881738,3382.4240000000004,2,2,3,4,1,4,4,4
165,12.63074989,158.567181,1238.421347,4,5,5,2,3,5,4,5
166,8.494439199999999,149.2144362,847.110799,4,3,2,3,5,2,4,2
167,8.044444101,151.1347447,1112.937102,5,6,4,4,3,5,5,4
168,12.07358377,136.5814796,1623.045026,2,3,3,4,2,4,3,5
169,10.21634248,187.906212,1479.730181,4,2,3,4,4,3,4,4
170,15.50354683,166.2744191,2144.735024,3,3,3,2,7,3,4,3
171,36.19603,161.08350969999995,1522.2895119999996,2,3,3,5,4,3,2,3
172,19.48900163,171.4896574,1974.780054,4,4,4,5,2,4,4,3
173,10.01771765,205.4608577,1261.177198,2,2,4,4,4,5,4,4
174,7.34059599,147.6333142,939.7181324,3,4,4,2,4,3,2,3
175,12.64742067,163.4094824,1357.062854,4,4,3,4,4,4,5,4
176,8.850426838999999,150.25030980000003,1456.887443,3,2,3,3,4,2,3,3
177,3.701557118,208.2316853,937.5863866,3,4,4,3,4,4,3,4
178,2.976033785,194.0602663,830.1193011,3,2,3,3,4,4,3,4
179,5.522376826,175.0764532,737.8564607999998,3,4,2,3,4,4,4,4
180,15.64596698,241.0182456,1781.854862,3,4,4,3,3,5,4,3
181,23.00764441,239.8799022,2464.577489,4,3,3,4,3,4,4,3
182,17.24924155,139.26260390000002,2392.203409,5,4,5,5,1,6,5,5
183,13.01107597,240.0359705,1664.19271,3,4,4,2,4,2,5,2
184,5.104082209,210.9942342,1433.616898,4,4,3,4,4,4,3,3
185,3.521499924,146.8941358,823.4933242999998,4,4,2,2,4,3,3,4
186,8.08137067,107.2768979,1468.3574210000004,3,3,3,3,5,2,4,3
187,1.875430489,152.40444240000005,590.7765801,1,3,2,3,4,3,3,3
188,36.19603,79.37456044,418.6206885,4,3,1,2,5,3,4,3
189,7.007695148,141.05940680000003,1181.991846,5,4,3,4,4,4,3,4
190,1.408375942,118.208419,733.4036934,4,4,5,4,5,4,4,3
191,11.64983735,219.2027657,1719.173387,5,6,4,4,2,3,5,4
192,2.964559883,179.49747649999995,3382.4240000000004,2,2,1,5,3,4,4,3
193,10.25635754,173.0313406,1261.0327630000004,4,3,4,4,3,3,5,4
194,3.892407013,202.2148537,741.7766988,3,3,3,2,3,1,3,2
195,3.2269967110000004,211.8578547,932.6084359,4,4,4,2,4,4,4,3
196,15.87685513,140.0405498,1708.614019,5,5,5,6,2,5,6,5
197,5.874064017,140.4453409,1363.5860300000004,5,5,3,4,4,3,2,5
198,36.19603,137.1507668,472.10570189999993,2,2,3,5,3,1,2,3
199,2.905283283,101.8438362,558.2340556,2,2,1,5,4,3,4,3
200,36.19603,251.2063088,815.194738,4,3,4,3,3,3,3,5
201,18.56165869,195.0369893,2007.3036170000007,4,2,3,4,2,5,4,3
202,12.39088509,242.9275515,2088.48083,5,4,5,4,3,4,3,5
203,36.19603,128.4458312,1430.761492,2,3,1,3,3,1,4,3
204,3.86023041,159.49216940000005,822.3008694,3,3,3,5,4,3,3,4
205,17.72593456,240.4725051,2059.2009980000007,2,3,3,4,3,4,5,4
206,3.043063167,173.7486679,617.542543,4,3,3,3,3,4,3,5
207,5.827112819,169.4114847,3382.4240000000004,2,3,2,3,5,2,3,2
208,4.648958177,161.34563909999997,894.6733856000002,5,5,5,4,3,4,4,3
209,11.96274778,121.061571,1639.898269,4,4,4,4,2,5,5,4
210,4.525864256,137.5151398,3382.4240000000004,4,3,4,3,5,4,3,3
211,8.038308899,207.0882684,1092.226042,4,3,3,5,3,5,5,4
212,1.416592892,149.680349,757.0097075,4,4,4,3,3,3,3,3
213,19.83504645,225.0692433,2301.850721,3,2,2,2,5,3,2,4
214,15.85002222,262.467632,2401.406545,5,4,5,5,2,4,4,3
215,15.94935291,117.1667279,3382.4240000000004,4,4,3,2,5,3,2,4
216,11.94550648,135.7269647,1536.589816,3,4,4,3,3,4,2,3
217,16.03360405,217.5311821,2153.778421,3,4,4,4,3,2,3,2
218,21.29342532,125.7386793,2409.195918,3,2,3,2,5,4,2,2
219,4.95598008,200.2278699,1342.862457,4,5,4,4,3,4,3,4
220,2.73951266,159.33451509999998,1046.054674,1,2,2,4,4,3,3,4
221,4.973046104,242.0777704,1204.479468,3,3,3,3,3,2,3,2
222,10.28430068,254.0815401,1616.908193,3,3,2,3,4,2,2,2
223,2.581692044,135.75934119999997,345.0099528,3,4,2,5,3,4,3,3
224,6.945736396,160.4473126,1427.088655,4,5,4,4,3,3,4,4
225,9.999416271,140.4855104,1452.334634,4,4,4,4,4,3,3,4
226,6.035737465,178.9084869,795.4957357999998,2,3,2,4,4,2,4,2
227,9.004964377,156.41423590000005,3382.4240000000004,5,6,4,4,5,5,5,4
228,5.071456681,232.3004667,1402.20491,4,4,4,4,2,4,6,4
229,12.02106494,194.8797867,1447.196935,4,3,2,3,4,2,3,2
230,5.049303717,267.3195741,3382.4240000000004,4,4,2,3,4,3,4,3
231,18.17247008,148.1522435,1707.641161,3,3,3,4,4,4,3,4
232,15.31997698,219.7040269,2181.752793,3,4,5,4,3,3,3,1
233,16.0708543,156.7666268,1575.683555,3,3,4,6,2,4,4,3
234,7.8733714510000015,128.8304885,1029.489242,2,3,3,5,3,4,3,2
235,23.62866494,137.9086117,2370.184448,2,2,1,5,5,2,2,1
236,25.863456600000006,255.2383034,3309.919373,2,3,3,2,5,2,4,2
237,9.405224809,197.9321043,1623.273925,3,2,2,4,2,4,4,4
238,12.84490034,179.8599108,1146.199921,3,4,4,5,3,4,4,3
239,16.59325254,175.8553926,3382.4240000000004,3,4,3,3,4,4,3,3
240,20.35456039,187.5045874,2512.36494,4,4,4,3,3,4,5,4
241,12.00925702,169.74444319999995,1297.388488,4,4,4,3,4,3,3,3
242,36.19603,114.1050377,283.39178,2,3,3,4,4,3,2,2
243,14.20349453,181.3208115,1947.7853,4,3,3,3,3,2,3,2
244,4.98152586,207.8099902,849.1972541000001,2,2,4,3,4,1,2,2
245,23.12150846,146.747472,2131.359827,3,3,3,3,3,3,3,2
246,6.307178205,199.25099530000003,1464.035068,2,3,3,4,3,2,3,3
247,36.19603,137.1867747,1381.538548,5,4,4,2,5,2,4,3
248,12.00466914,134.1063129,1248.626874,2,3,2,3,4,3,3,5
249,2.243757398,148.3289481,558.3751762,3,3,3,5,1,4,4,5
250,1.583394702,198.5826126,676.2178659,4,4,3,3,3,3,3,3
251,14.23487852,161.46404719999995,3382.4240000000004,2,2,3,3,3,4,3,3
252,36.19603,209.3965353,1811.964373,4,4,2,4,5,3,3,6
253,36.19603,160.1119281,1066.632555,4,4,2,3,3,5,4,2
254,9.740709475,189.9787341,1514.131966,2,2,3,4,5,2,3,2
255,1.213704886,201.5836387,1189.549671,3,2,1,4,3,4,4,4
256,11.86252419,132.6136411,3382.4240000000004,2,2,2,4,2,4,4,4
257,2.416685985,142.1789205,1078.291303,3,4,4,2,5,4,3,4
258,6.73327535,115.522878,854.2977548,4,4,5,2,2,4,4,3
259,6.549035393,233.6329328,1489.077486,4,5,4,4,5,3,5,3
260,10.57197066,242.8317384,1649.312808,3,2,1,3,5,3,3,6
261,36.19603,202.4930715,905.1959227,3,2,4,3,3,3,4,2
262,36.19603,124.2532217,684.6318529,5,5,5,5,4,4,4,3
263,10.23679934,175.5867291,1662.533055,6,6,5,2,3,4,5,4
264,14.96503088,226.9982991,2436.57146,5,5,5,2,5,4,4,4
265,23.79323993,275.1341134,2677.740410000001,4,4,5,3,3,4,3,4
266,11.45675389,286.6410116,1779.309609,2,2,2,5,4,4,4,3
267,11.04076215,177.5570863,1494.716409,3,4,3,4,3,4,5,6
268,7.425503428,218.6268875,1740.7260399999998,3,2,4,3,3,5,2,4
269,2.411712843,196.9244916,704.7552668999998,3,3,4,4,2,3,3,4
270,2.009542213,194.8654752,558.4710882999998,5,6,3,3,3,4,5,3
271,9.068119482,176.1642768,1282.279049,2,2,1,1,4,3,3,2
272,1.926789854,148.4169806,3382.4240000000004,3,3,4,5,5,4,2,3
273,11.77389421,134.20110309999998,3382.4240000000004,4,4,4,2,4,2,3,2
274,2.585228303,157.83939009999997,394.0148722,1,2,2,2,2,3,3,1
275,36.19603,254.3156496,1302.230824,3,2,3,4,3,4,5,3
276,9.532523799,136.06849119999998,970.4682919,4,4,5,4,3,5,4,5
277,23.103996,235.14051569999995,2522.88913,4,5,4,4,3,4,5,4
278,5.104873611,147.89984909999995,3382.4240000000004,4,4,4,4,3,4,6,5
279,6.8779427439999985,233.0915604,1537.109931,4,3,3,3,4,3,3,3
280,21.17839683,136.9025126,1961.923965,3,4,4,5,4,4,3,3
281,1.5863317019999998,130.7279929,676.1747964,4,3,3,3,4,3,3,4
282,3.778174405,244.0736258,929.2607767,4,3,5,3,3,4,5,4
283,11.58276897,187.3277394,1849.484087,4,4,4,3,3,4,3,4
284,11.62258922,234.0731224,1998.680227,3,3,3,5,3,4,4,5
285,20.78013031,159.7033775,1898.877878,3,3,4,3,4,2,2,3
286,3.940297464,160.15969119999997,992.3501481,3,3,5,5,2,4,4,5
287,11.38099891,137.86537140000002,994.6354785,4,4,3,4,3,3,4,3
288,1.473304337,272.78769460000007,954.0290712,5,5,5,4,3,5,3,5
289,12.75609778,116.0542258,3382.4240000000004,3,3,3,3,4,3,3,2
290,6.253919786,211.0760647,1297.050577,3,3,4,3,4,4,5,4
291,18.953705300000006,198.9185978,1746.405243,2,3,2,3,4,1,2,3
292,9.640061615,196.5606487,1698.4658329999993,3,3,4,3,5,2,4,3
293,36.19603,138.3569119,665.4740915,6,5,5,4,2,4,5,3
294,12.42120946,207.6617589,1886.153328,3,3,4,3,4,2,4,3
295,8.134438503,159.4692461,958.6989908,4,4,4,1,7,3,2,3
296,14.86764776,149.00993069999996,1446.203986,5,5,5,2,3,3,4,5
297,5.548652108,128.3541654,774.6125757,4,4,4,4,3,4,4,5
298,18.35541838,140.0010273,1939.811149,3,3,4,4,4,3,5,5
299,7.62779591,221.8399523,1165.564309,3,2,3,2,3,5,4,3
300,4.439685675,216.5201529,750.8768234,2,3,3,3,3,4,3,2
301,11.16903388,169.87889019999997,3382.4240000000004,5,5,5,4,3,5,4,3
302,14.14101821,268.85225710000003,2335.130986,3,3,3,3,4,2,4,4
303,3.212400569,203.1304698,769.8534863,5,3,4,2,4,3,4,2
304,16.84928353,171.9407371,1729.837284,4,4,4,3,3,3,4,3
305,3.834727471,137.5408537,649.3891796,4,4,4,3,4,3,2,4
306,6.198230305,103.4826553,823.0046464,3,3,3,4,3,3,3,4
307,4.216732972,175.8211091,1107.882056,3,4,5,3,5,2,4,3
308,4.355064781,141.10910719999995,683.8622598999998,4,3,5,3,2,2,4,4
309,4.030250374,143.5311603,1301.49424,4,4,3,3,4,1,2,4
310,9.915959247,116.9648783,1079.012505,4,4,5,4,4,3,4,2
311,9.821728297,172.3532296,1283.4639949999996,3,3,3,3,5,2,3,3
312,9.183905417,123.726493,987.653655,5,5,4,4,4,4,3,2
313,8.892893007,175.6872618,1088.263081,2,3,2,4,4,2,3,3
314,7.661226872,91.77449723,583.0259559,4,5,4,2,4,3,3,3
315,12.4767812,139.9046889,1778.733282,4,5,3,5,2,6,5,4
316,2.462148717,192.2294123,900.4043765,3,3,4,3,2,2,4,3
317,14.09942339,220.9085699,1693.576099,2,2,2,4,2,3,4,3
318,7.272649386,231.9214566,1143.826239,5,5,5,4,2,4,5,4
319,3.999030359,210.36052180000004,886.3400740000002,4,4,6,4,4,4,5,2
320,3.115945151,115.997691,373.2772664,3,3,3,2,3,3,1,3
321,13.67931764,150.0306559,1245.328696,4,4,3,3,5,4,4,4
322,14.6728104,184.6885585,1564.936841,4,3,4,4,3,4,3,5
323,5.953547112000001,161.0815872,3382.4240000000004,4,3,3,3,3,5,4,4
324,11.74635394,187.7022532,1971.429689,3,3,4,5,3,4,3,4
325,5.9540242260000005,91.84215543,623.7865682999999,3,4,3,4,3,4,4,5
326,22.8577804,220.1241605,3382.4240000000004,2,3,3,5,2,4,5,5
327,36.19603,106.8590201,864.7036995,4,4,3,3,2,5,4,5
328,21.08265979,169.5345122,2042.113893,4,5,4,4,3,3,3,4
329,11.10356439,221.913604,1973.661316,4,3,4,2,5,3,4,3
330,9.734064703,198.8338104,1755.645123,4,4,4,3,5,5,3,5
331,12.21754865,262.6019949,1758.7356539999996,3,3,3,5,3,2,4,3
332,2.423722078,152.3197414,557.0118807,3,3,1,3,3,4,3,3
333,13.66061487,204.1848695,2205.334092,3,3,3,4,3,2,4,4
334,8.701581043,127.6179492,1451.201108,3,2,2,3,4,4,4,5
335,4.844060027,160.4942821,609.0598401000002,3,5,3,2,4,5,5,5
336,6.485034974,123.0406831,1221.100604,2,2,2,4,4,3,4,5
337,1.14113241,251.6660847,745.0493094,2,3,4,1,5,2,3,5
338,7.69213424,103.5008616,1220.452161,4,5,4,2,6,4,5,3
339,13.73012915,204.0121103,3382.4240000000004,4,5,3,3,3,4,3,4
340,5.690013293,245.148545,1201.484293,2,2,3,3,2,3,1,3
341,6.68894661,96.21587746,3382.4240000000004,5,5,4,4,4,4,5,5
342,9.475983046,169.63793130000005,1022.415622,3,2,2,4,2,4,4,4
343,4.893221514,206.6806949,1284.442486,5,5,5,5,2,5,4,5
344,2.656915117,115.6672896,289.9240291000001,3,2,4,2,4,3,2,3
345,8.381515692999999,232.8896664,1718.6001629999996,6,6,5,3,5,4,4,4
346,14.53315436,254.3826548,2494.633068,4,4,2,3,4,5,4,4
347,13.62832619,212.1122595,2270.749222,5,5,4,2,3,5,6,4
348,1.281566108,152.47222050000005,567.6177123,3,3,2,3,3,4,2,3
349,3.3655526030000003,135.3247594,380.0501404,4,3,3,4,3,5,5,4
350,5.397827502999999,198.7142019,3382.4240000000004,4,5,5,3,4,4,4,3
351,9.001231999,197.4605619,1852.503069,5,4,3,2,3,3,4,2
352,10.9750814,191.6048817,1312.008382,4,4,4,4,4,5,5,5
353,7.825845377999999,161.8339124,863.0820861,5,2,4,3,3,4,3,3
354,14.12966281,223.811356,1854.793303,4,4,4,5,3,3,2,1
355,14.66914461,114.7246303,1778.4317649999996,4,4,4,2,5,3,3,4
356,5.388165017,183.6519861,764.2419259,3,2,4,2,5,3,3,2
357,36.19603,95.68871187,307.018806,2,3,3,6,2,3,4,3
358,2.485229169,172.7359304,1179.782483,4,3,3,4,3,3,4,3
359,2.051069457,177.67698700000003,1040.034575,3,2,3,3,5,4,3,4
360,6.10108047,207.4921577,1080.159892,4,3,5,4,3,4,4,4
361,4.950398978,221.4423243,775.5613336,4,5,4,3,4,3,3,3
362,36.19603,139.9727295,1061.5879710000004,3,4,3,3,3,3,4,4
363,12.29558653,160.32588940000005,1334.403775,4,5,3,4,4,5,3,4
364,24.886812600000006,183.95593280000003,2346.143947,2,3,3,3,3,3,4,2
365,9.660361769,130.1732657,1491.768656,2,2,3,2,3,2,1,3
366,7.663625954,112.6580473,3382.4240000000004,4,4,3,3,3,4,4,5
367,5.25445262,127.31953490000002,686.9354616,5,6,6,4,4,5,6,5
368,13.59137366,162.63345859999995,1460.513443,2,3,3,4,4,3,3,4
369,12.3492819,153.9051855,1942.250203,5,5,5,4,2,6,5,4
370,18.37317391,195.8080947,1923.549943,6,4,5,5,2,5,5,4
371,8.498042024,191.5315872,1239.802036,3,3,4,3,3,4,3,2
372,22.33583015,162.9193066,2499.186161,2,3,4,4,3,3,4,3
373,1.5415454430000002,108.0789524,302.3848209,3,4,4,3,5,4,4,3
374,12.78453216,143.06935359999997,1865.48625,2,3,3,4,2,3,5,3
